begins_at,open_price_x,close_price_x,high_price_x,low_price_x,volume_x,session_x,interpolated_x,symbol_x,open_price_y,close_price_y,high_price_y,low_price_y,volume_y,session_y,interpolated_y,symbol_y
2021-01-08T22:00:00Z,40024.260000,40207.540000,40919.820000,39533.110000,0,reg,False,BTCUSD,,,,,,,,
2021-01-08T23:00:00Z,40755.790000,40731.385000,41495.616967,40245.169543,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T00:00:00Z,40648.465000,40312.395000,41151.408327,39898.878709,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T01:00:00Z,40381.615000,40211.155000,40556.500000,39187.768711,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T02:00:00Z,40211.155000,39973.370000,41037.187740,39399.685000,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T03:00:00Z,39973.370000,40232.680000,40613.045000,39528.708018,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T04:00:00Z,40145.010000,40238.585000,40696.655000,39465.120936,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T05:00:00Z,40150.000000,39290.855000,40351.360000,38364.832022,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T06:00:00Z,39377.570000,39026.215000,40234.685000,38798.587574,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T07:00:00Z,39108.955000,39714.480000,39951.115000,38635.259060,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T08:00:00Z,39638.270000,40201.925000,40550.485000,39116.739910,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T09:00:00Z,40196.955000,40333.740000,40976.050000,39831.945000,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T10:00:00Z,40417.850000,40382.870000,40964.061045,39803.635000,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T11:00:00Z,40298.295000,40639.595000,41417.820000,40015.375000,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T12:00:00Z,40639.595000,40848.665000,41199.595000,40272.070000,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T13:00:00Z,40941.530000,41155.230000,41473.400000,40454.985000,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T14:00:00Z,41066.380000,40853.490000,41631.610000,40621.720351,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T15:00:00Z,40784.330000,40634.060000,41189.750000,40098.129289,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T16:00:00Z,40546.055000,40090.595000,40833.664926,39517.787179,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T17:00:00Z,40023.240000,40507.830000,40786.330000,39924.410000,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T18:00:00Z,40425.825000,40734.070000,41084.161952,40365.505000,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T19:00:00Z,40820.255000,40677.310000,41164.350000,40323.625000,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T20:00:00Z,40677.305000,40672.900000,41031.510000,40103.745000,0,reg,False,BTCUSD,,,,,,,,
2021-01-09T21:00:00Z,40672.895000,40768.495000,40978.050000,40365.025000,0,reg,False,BTCUSD,,,,,,,,
