begins_at,open_price_x,close_price_x,high_price_x,low_price_x,volume_x,session_x,interpolated_x,symbol_x,open_price_y,close_price_y,high_price_y,low_price_y,volume_y,session_y,interpolated_y,symbol_y
2020-12-22T00:00:00Z,22725.005000,22562.820000,23036.395000,22461.105795,0,reg,False,BTCUSD,,,,,,,,
2020-12-22T01:00:00Z,22562.820000,22762.055000,22995.995000,22447.084751,0,reg,False,BTCUSD,,,,,,,,
2020-12-22T02:00:00Z,22715.595000,22913.890000,23055.390000,22691.880000,0,reg,False,BTCUSD,,,,,,,,
2020-12-22T03:00:00Z,22953.095000,22843.230000,23096.305000,22640.890000,0,reg,False,BTCUSD,,,,,,,,
2020-12-22T04:00:00Z,22890.395000,22959.535000,23278.727859,22797.805000,0,reg,False,BTCUSD,,,,,,,,
2020-12-22T05:00:00Z,22912.835000,22685.100000,23157.180000,22548.024861,0,reg,False,BTCUSD,,,,,,,,
2020-12-22T06:00:00Z,22743.695000,22747.675000,22933.930000,22494.461412,0,reg,False,BTCUSD,,,,,,,,
2020-12-22T07:00:00Z,22795.840000,22663.860000,22927.860000,22437.740000,0,reg,False,BTCUSD,,,,,,,,
2020-12-22T08:00:00Z,22702.245000,22692.785000,22788.590000,22304.919790,0,reg,False,BTCUSD,,,,,,,,
2020-12-22T09:00:00Z,22746.570000,22794.460000,22901.980000,22563.580000,0,reg,False,BTCUSD,,,,,,,,
2020-12-22T10:00:00Z,22748.160000,22709.230000,22881.365000,22570.620000,0,reg,False,BTCUSD,,,,,,,,
2020-12-22T11:00:00Z,22661.185000,23140.425000,23242.805000,22625.830000,0,reg,False,BTCUSD,,,,,,,,
2020-12-22T12:00:00Z,23185.805000,23184.475000,23368.105000,22988.849521,0,reg,False,BTCUSD,,,,,,,,
2020-12-22T13:00:00Z,23184.475000,23502.570000,23660.610000,23013.850000,0,reg,False,BTCUSD,,,,,,,,
2020-12-22T14:00:00Z,23537.620000,23450.270000,23712.075000,23281.689827,0,reg,False,BTCUSD,,,,,,,,
2020-12-22T15:00:00Z,23499.225000,23388.605000,23703.680000,23273.209518,0,reg,False,BTCUSD,31.710000,31.450000,31.950000,31.410000,1358311.0,reg,False,GBTC
2020-12-22T16:00:00Z,23352.880000,23345.220000,23512.507377,23144.996173,0,reg,False,BTCUSD,31.460000,30.710000,32.000000,30.550000,1465391.0,reg,False,GBTC
2020-12-22T17:00:00Z,23385.930000,23346.840000,23529.340000,23180.320000,0,reg,False,BTCUSD,30.700000,30.590000,30.710000,30.020000,1707739.0,reg,False,GBTC
2020-12-22T18:00:00Z,23302.905000,23446.145000,23608.225000,23238.368712,0,reg,False,BTCUSD,30.590000,31.020000,31.150000,30.590000,894338.0,reg,False,GBTC
2020-12-22T19:00:00Z,23495.165000,23397.475000,23596.085000,23253.482636,0,reg,False,BTCUSD,31.000000,30.700000,31.250000,30.500000,979976.0,reg,False,GBTC
2020-12-22T20:00:00Z,23442.965000,23430.350000,23537.605000,23193.902107,0,reg,False,BTCUSD,30.390000,30.390000,30.390000,30.390000,3843.0,reg,False,GBTC
2020-12-22T21:00:00Z,23479.485000,23447.375000,23597.985000,23290.785000,0,reg,False,BTCUSD,,,,,,,,
2020-12-22T22:00:00Z,23486.925000,23329.985000,23829.332968,23248.265000,0,reg,False,BTCUSD,,,,,,,,
2020-12-22T23:00:00Z,23678.530000,23834.885000,23959.720000,23549.323267,0,reg,False,BTCUSD,,,,,,,,
2020-12-23T00:00:00Z,23799.015000,23952.760000,24058.255000,23643.009321,0,reg,False,BTCUSD,,,,,,,,
2020-12-23T01:00:00Z,23952.755000,23722.795000,24117.705673,23545.440093,0,reg,False,BTCUSD,,,,,,,,
2020-12-23T02:00:00Z,23674.905000,23635.220000,23855.645000,23318.980000,0,reg,False,BTCUSD,,,,,,,,
2020-12-23T03:00:00Z,23587.655000,23705.895000,23879.165000,23458.560000,0,reg,False,BTCUSD,,,,,,,,
2020-12-23T04:00:00Z,23657.760000,23443.765000,23762.420000,23350.109463,0,reg,False,BTCUSD,,,,,,,,
2020-12-23T05:00:00Z,23395.450000,23529.750000,23660.370000,23259.755330,0,reg,False,BTCUSD,,,,,,,,
2020-12-23T06:00:00Z,23581.130000,23511.970000,23746.085000,23386.533060,0,reg,False,BTCUSD,,,,,,,,
2020-12-23T07:00:00Z,23464.465000,23548.790000,23733.415000,23268.420000,0,reg,False,BTCUSD,,,,,,,,
2020-12-23T08:00:00Z,23596.555000,23493.985000,23759.655000,23390.960000,0,reg,False,BTCUSD,,,,,,,,
2020-12-23T09:00:00Z,23494.135000,23653.040000,23771.935000,23331.320000,0,reg,False,BTCUSD,,,,,,,,
2020-12-23T10:00:00Z,23606.710000,23439.210000,23840.710000,23318.415000,0,reg,False,BTCUSD,,,,,,,,
2020-12-23T11:00:00Z,23480.810000,23126.680000,23543.080000,22678.026122,0,reg,False,BTCUSD,,,,,,,,
2020-12-23T12:00:00Z,23126.685000,23822.435000,24019.399475,22879.296639,0,reg,False,BTCUSD,,,,,,,,
2020-12-23T13:00:00Z,23867.505000,23614.610000,24185.364264,23419.805000,0,reg,False,BTCUSD,,,,,,,,
2020-12-23T14:00:00Z,23579.500000,23765.975000,23914.610000,23401.703110,0,reg,False,BTCUSD,,,,,,,,
2020-12-23T15:00:00Z,23718.005000,23495.625000,23969.741155,23283.222732,0,reg,False,BTCUSD,30.520000,29.620000,30.520000,29.560000,1596410.0,reg,False,GBTC
