begins_at,open_price_x,close_price_x,high_price_x,low_price_x,volume_x,session_x,interpolated_x,symbol_x,open_price_y,close_price_y,high_price_y,low_price_y,volume_y,session_y,interpolated_y,symbol_y
2020-04-08T00:00:00Z,7213.660000,7358.220000,7439.725000,7151.695000,0,reg,False,BTCUSD,7.790000,7.850000,8.040000,7.700000,2370540.0,reg,False,GBTC
2020-04-09T00:00:00Z,7354.610000,7294.240000,7388.465000,7111.295000,0,reg,False,BTCUSD,7.940000,7.800000,8.080000,7.620000,3274411.0,reg,False,GBTC
2020-04-10T00:00:00Z,7287.615000,6874.640000,7320.975000,6750.430335,0,reg,False,BTCUSD,,,,,,,,
2020-04-11T00:00:00Z,6868.400000,6893.765000,6981.151021,6749.403986,0,reg,False,BTCUSD,,,,,,,,
2020-04-12T00:00:00Z,6900.395000,6913.510000,7225.314859,6787.155000,0,reg,False,BTCUSD,,,,,,,,
2020-04-13T00:00:00Z,6919.455000,6856.800000,6923.390000,6557.219558,0,reg,False,BTCUSD,7.450000,7.250000,7.460000,7.150000,4296846.0,reg,False,GBTC
2020-04-14T00:00:00Z,6863.575000,6878.125000,7000.158548,6749.973210,0,reg,False,BTCUSD,7.366500,7.330000,7.620000,7.300000,2931262.0,reg,False,GBTC
2020-04-15T00:00:00Z,6885.360000,6627.430000,6994.232986,6566.381409,0,reg,False,BTCUSD,7.176500,7.145000,7.240000,7.050000,2683162.0,reg,False,GBTC
2020-04-16T00:00:00Z,6633.280000,7118.125000,7229.621418,6447.431368,0,reg,False,BTCUSD,7.450000,7.660000,7.690000,7.280000,3216798.0,reg,False,GBTC
2020-04-17T00:00:00Z,7120.740000,7043.440000,7169.180000,6984.284387,0,reg,False,BTCUSD,7.640000,7.490000,7.670000,7.200000,2823524.0,reg,False,GBTC
2020-04-18T00:00:00Z,7046.915000,7252.130000,7333.326907,7017.285183,0,reg,False,BTCUSD,,,,,,,,
2020-04-19T00:00:00Z,7260.940000,7134.545000,7285.585000,7026.857090,0,reg,False,BTCUSD,,,,,,,,
2020-04-20T00:00:00Z,7126.170000,6848.110000,7240.250966,6736.709752,0,reg,False,BTCUSD,7.569000,7.300000,7.770000,7.170000,3809637.0,reg,False,GBTC
