begins_at,open_price_x,close_price_x,high_price_x,low_price_x,volume_x,session_x,interpolated_x,symbol_x,open_price_y,close_price_y,high_price_y,low_price_y,volume_y,session_y,interpolated_y,symbol_y
2021-03-24T14:50:00Z,56692.525000,56852.575000,56929.040000,56425.135000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T14:55:00Z,56852.575000,56439.065000,56903.795000,56280.220000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T15:00:00Z,56439.065000,56650.185000,56809.080000,56319.400000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T15:05:00Z,56650.185000,56526.490000,56813.520000,56253.151137,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T15:10:00Z,56526.490000,56605.540000,56851.580000,56325.390000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T15:15:00Z,56605.540000,56662.655000,56803.865000,56317.380000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T15:20:00Z,56662.655000,56554.960000,56797.370000,56245.557934,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T15:25:00Z,56432.395000,56340.145000,56743.035000,55955.620000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T15:30:00Z,56340.145000,56349.710000,56551.141497,55960.740000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T15:35:00Z,56232.155000,56287.200000,56601.070000,55965.155000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T15:40:00Z,56287.200000,56048.860000,56427.810000,55819.786911,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T15:45:00Z,56048.860000,56038.565000,56375.680000,55771.370064,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T15:50:00Z,56038.565000,56171.510000,56462.140000,55840.420000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T15:55:00Z,56055.530000,56310.080000,56606.895000,55906.510000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T16:00:00Z,56419.510000,56054.360000,56549.940000,55842.446508,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T16:05:00Z,56180.930000,56235.735000,56522.765000,55913.415000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T16:10:00Z,56235.735000,56201.125000,56573.725000,55935.339240,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T16:15:00Z,56314.505000,55998.395000,56378.045000,55752.245000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T16:20:00Z,55998.395000,55952.175000,56327.715000,55697.690000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T16:25:00Z,55952.175000,55880.390000,56278.420000,55391.152356,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T16:30:00Z,55770.860000,56020.690000,56189.925000,55626.305000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T16:35:00Z,56135.555000,55907.250000,56476.415000,55722.684528,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T16:40:00Z,56023.285000,55990.955000,56195.783893,55673.405000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T16:45:00Z,55990.955000,56046.995000,56411.100000,55732.980000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T16:50:00Z,56046.995000,56004.875000,56391.210000,55713.355000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T16:55:00Z,56123.890000,55812.580000,56270.520000,55484.305000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T17:00:00Z,55812.580000,55971.695000,56094.545000,55519.475000,0,reg,False,BTCUSD,,,,,,,,
2021-03-24T17:05:00Z,55873.965000,55903.045000,56078.110000,55626.915000,0,reg,False,BTCUSD,,,,,,,,
