date,open,high,low,close,volume,datetime
2021-04-19 13:30:00+00:00,21.38,22.0,21.02,21.02,5782,1618839000000
2021-04-19 13:31:00+00:00,21.0,21.25,20.6,20.6,4693,1618839060000
2021-04-19 13:32:00+00:00,21.25,21.25,20.14,20.14,4276,1618839120000
2021-04-19 13:33:00+00:00,20.14,21.26,20.01,21.26,5973,1618839180000
2021-04-19 13:34:00+00:00,21.0,21.0,21.0,21.0,197,1618839240000
2021-04-19 13:35:00+00:00,20.42,20.98,20.42,20.93,340,1618839300000
2021-04-19 13:36:00+00:00,20.42,20.42,20.15,20.15,600,1618839360000
2021-04-19 13:37:00+00:00,20.5,20.89,20.1,20.89,3078,1618839420000
2021-04-19 13:38:00+00:00,20.06,20.5,20.05,20.5,3980,1618839480000
2021-04-19 13:39:00+00:00,20.78,20.78,20.2,20.2,650,1618839540000
2021-04-19 13:40:00+00:00,20.375,20.375,20.375,20.375,150,1618839600000
2021-04-19 13:41:00+00:00,20.25,20.475,20.25,20.475,733,1618839660000
2021-04-19 13:44:00+00:00,20.45,20.45,20.45,20.45,200,1618839840000
2021-04-19 13:45:00+00:00,20.67,20.67,20.4,20.4,755,1618839900000
2021-04-19 13:46:00+00:00,20.4,20.5,20.4,20.5,951,1618839960000
2021-04-19 13:47:00+00:00,20.4,20.5,20.4,20.5,852,1618840020000
2021-04-19 13:48:00+00:00,20.37,20.37,20.37,20.37,400,1618840080000
2021-04-19 13:50:00+00:00,20.5,20.5,20.5,20.5,693,1618840200000
2021-04-19 13:51:00+00:00,20.38,20.5,20.32,20.5,540,1618840260000
2021-04-19 13:52:00+00:00,20.5,20.5,20.33,20.33,204,1618840320000
2021-04-19 13:53:00+00:00,20.33,20.5,20.33,20.5,496,1618840380000
2021-04-19 13:54:00+00:00,20.32,20.32,20.32,20.32,104,1618840440000
2021-04-19 13:57:00+00:00,20.5,20.5,20.5,20.5,372,1618840620000
2021-04-19 13:58:00+00:00,20.5,20.5,20.5,20.5,300,1618840680000
2021-04-19 14:01:00+00:00,20.75,20.75,20.75,20.75,300,1618840860000
2021-04-19 14:02:00+00:00,20.72,20.98,20.72,20.98,1000,1618840920000
2021-04-19 14:03:00+00:00,20.58,20.98,20.58,20.98,1975,1618840980000
2021-04-19 14:05:00+00:00,20.98,20.98,20.5,20.56,3100,1618841100000
2021-04-19 14:07:00+00:00,20.51,20.51,20.37,20.37,750,1618841220000
2021-04-19 14:08:00+00:00,20.6,20.6,20.45,20.45,300,1618841280000
2021-04-19 14:09:00+00:00,20.35,20.35,20.35,20.35,100,1618841340000
2021-04-19 14:10:00+00:00,20.35,20.35,20.35,20.35,2000,1618841400000
2021-04-19 14:11:00+00:00,20.53,20.53,20.41,20.41,1650,1618841460000
2021-04-19 14:13:00+00:00,20.55,20.55,20.55,20.55,100,1618841580000
2021-04-19 14:17:00+00:00,20.5,20.53,20.5,20.53,300,1618841820000
2021-04-19 14:19:00+00:00,20.53,20.53,20.5,20.5,1348,1618841940000
2021-04-19 14:21:00+00:00,20.53,20.53,20.53,20.53,100,1618842060000
2021-04-19 14:22:00+00:00,20.5,20.5,20.5,20.5,333,1618842120000
2021-04-19 14:26:00+00:00,20.5,20.5,20.5,20.5,100,1618842360000
2021-04-19 14:27:00+00:00,20.5,20.5,20.5,20.5,367,1618842420000
2021-04-19 14:29:00+00:00,20.515,20.515,20.5,20.5,1120,1618842540000
2021-04-19 14:30:00+00:00,20.45,20.45,20.45,20.45,100,1618842600000
2021-04-19 14:31:00+00:00,20.46,20.46,20.46,20.46,400,1618842660000
2021-04-19 14:32:00+00:00,20.53,20.53,20.46,20.46,218,1618842720000
2021-04-19 14:35:00+00:00,20.5,20.51,20.4,20.4,2155,1618842900000
2021-04-19 14:37:00+00:00,20.4,20.4,20.4,20.4,1000,1618843020000
2021-04-19 14:38:00+00:00,20.41,20.41,20.36,20.36,500,1618843080000
2021-04-19 14:39:00+00:00,20.74,20.74,20.55,20.55,1045,1618843140000
2021-04-19 14:40:00+00:00,20.74,20.74,20.74,20.74,300,1618843200000
2021-04-19 14:41:00+00:00,20.4,20.4,20.4,20.4,1000,1618843260000
2021-04-19 14:49:00+00:00,20.5,20.5,20.5,20.5,106,1618843740000
