date,low_price,high_price,close_price,open_price,volume
2021-03-29 00:58:00,1683.22,1685.11,1683.79,1685.11,153.81546686
2021-03-29 00:59:00,1683.24,1684.06,1683.85,1683.86,31.03664093
2021-03-29 01:00:00,1683.94,1685.72,1685.72,1684.05,91.30226039
2021-03-29 01:01:00,1685.79,1687.19,1686.42,1685.81,88.6381218
2021-03-29 01:02:00,1685.43,1686.8,1685.95,1686.4,162.94520839
2021-03-29 01:03:00,1684.4,1686.23,1684.78,1686.01,261.39050785
2021-03-29 01:04:00,1682.78,1685.14,1684.81,1684.77,385.68456436
2021-03-29 01:05:00,1683.61,1685.82,1684.37,1684.81,146.04170965
2021-03-29 01:06:00,1682.74,1685.11,1682.74,1684.37,279.0686739
2021-03-29 01:07:00,1679.72,1683.11,1679.72,1682.89,594.11917178
2021-03-29 01:08:00,1678.57,1680.48,1680.47,1679.73,165.4882601
2021-03-29 01:09:00,1679.96,1681.76,1681.47,1680.42,176.97377465
2021-03-29 01:10:00,1677.22,1681.28,1678.46,1681.28,367.32246694
2021-03-29 01:11:00,1677.01,1679.94,1679.0,1678.46,522.38485573
2021-03-29 01:12:00,1676.34,1678.6,1677.51,1678.4,387.95079163
2021-03-29 01:13:00,1675.28,1678.78,1678.38,1677.9,360.94968336
2021-03-29 01:14:00,1677.72,1679.83,1679.7,1678.2,203.41957069
2021-03-29 01:15:00,1676.04,1679.74,1676.22,1679.74,135.13550963
2021-03-29 01:16:00,1676.22,1677.5,1676.5,1676.23,167.82523862
2021-03-29 01:17:00,1676.52,1679.01,1679.01,1676.55,42.37739613
2021-03-29 01:18:00,1678.14,1679.74,1679.58,1679.0,170.40741979
2021-03-29 01:19:00,1679.57,1680.75,1680.64,1679.57,48.9896098
2021-03-29 01:20:00,1680.64,1682.06,1681.91,1680.64,52.55172799
2021-03-29 01:21:00,1680.81,1682.78,1682.55,1681.91,158.21240358
2021-03-29 01:22:00,1682.54,1682.84,1682.84,1682.63,19.33764976
2021-03-29 01:23:00,1681.7,1682.84,1682.16,1682.84,28.22335251
2021-03-29 01:24:00,1680.35,1682.42,1680.43,1682.16,30.95146295
2021-03-29 01:25:00,1678.52,1681.18,1680.8,1680.46,154.39655969
2021-03-29 01:26:00,1679.6,1682.29,1682.28,1680.86,192.70633887
2021-03-29 01:27:00,1680.89,1682.3,1682.3,1682.28,97.93651102
2021-03-29 01:28:00,1681.43,1683.0,1681.96,1682.3,199.93444546
2021-03-29 01:29:00,1681.84,1683.01,1682.93,1681.85,69.39490169
2021-03-29 01:30:00,1682.27,1683.61,1683.61,1682.93,41.31810043
2021-03-29 01:31:00,1682.49,1684.13,1684.01,1683.6,286.30958465
2021-03-29 01:32:00,1681.94,1683.93,1682.4,1683.93,94.26723785
2021-03-29 01:33:00,1681.02,1683.0,1681.67,1682.7,181.1806012
2021-03-29 01:34:00,1681.64,1683.04,1682.79,1681.97,80.69850462
2021-03-29 01:35:00,1681.9,1682.79,1682.6,1682.79,96.70758161
2021-03-29 01:36:00,1682.26,1683.46,1682.31,1682.61,259.67870653
2021-03-29 01:37:00,1681.71,1682.71,1681.98,1682.31,56.01609073
2021-03-29 01:38:00,1680.34,1682.62,1680.35,1681.98,149.83788581
2021-03-29 01:39:00,1679.5,1681.21,1680.04,1680.35,269.5066786
2021-03-29 01:40:00,1679.38,1680.41,1679.87,1680.07,267.0273742
2021-03-29 01:41:00,1680.2,1681.84,1681.84,1680.21,147.55412703
2021-03-29 01:42:00,1680.38,1681.98,1681.66,1681.76,230.56394977
2021-03-29 01:43:00,1679.85,1681.33,1680.13,1681.33,202.90843643
2021-03-29 01:44:00,1678.52,1680.35,1679.42,1680.0,262.30690965
2021-03-29 01:45:00,1677.04,1679.41,1677.37,1679.27,304.06581284
2021-03-29 01:46:00,1676.62,1679.37,1679.32,1677.45,58.94084057
2021-03-29 01:47:00,1679.0,1681.91,1681.71,1679.12,51.50519666
2021-03-29 01:48:00,1680.41,1682.31,1681.95,1681.76,256.07929587
2021-03-29 01:49:00,1680.34,1682.13,1680.34,1681.97,90.39735911
2021-03-29 01:50:00,1679.07,1680.78,1680.67,1680.53,146.29142824
2021-03-29 01:51:00,1679.13,1680.67,1680.36,1680.66,167.82271257
2021-03-29 01:52:00,1679.27,1680.36,1679.96,1680.28,30.07216323
2021-03-29 01:53:00,1679.81,1680.42,1680.42,1679.81,9.63351866
2021-03-29 01:54:00,1680.42,1682.98,1682.97,1680.42,99.96478782
2021-03-29 01:55:00,1681.61,1682.98,1681.61,1682.98,286.67235603
2021-03-29 01:56:00,1680.21,1682.44,1681.17,1681.78,158.25599459
2021-03-29 01:57:00,1681.17,1682.67,1682.0,1681.17,74.70651573
2021-03-29 01:58:00,1682.52,1682.98,1682.65,1682.52,33.60984603
2021-03-29 01:59:00,1682.64,1683.9,1683.9,1682.65,72.28697727
2021-03-29 02:00:00,1682.14,1683.89,1682.63,1683.89,39.80601885
2021-03-29 02:01:00,1682.13,1683.35,1682.44,1682.57,109.86302451
2021-03-29 02:02:00,1682.31,1685.63,1685.51,1682.45,109.679263
2021-03-29 02:03:00,1685.34,1687.2,1687.07,1685.36,61.01550684
2021-03-29 02:04:00,1685.32,1687.07,1687.03,1687.06,406.32043909
2021-03-29 02:05:00,1685.2,1687.13,1685.51,1687.07,66.60550926
2021-03-29 02:06:00,1684.21,1685.71,1684.56,1685.51,35.29871732
2021-03-29 02:07:00,1684.0,1685.49,1684.33,1684.56,69.04482763
2021-03-29 02:08:00,1683.33,1684.96,1683.34,1684.33,62.53724886
2021-03-29 02:09:00,1681.83,1683.5,1682.55,1683.5,221.49763443
2021-03-29 02:10:00,1681.61,1683.24,1681.62,1682.49,178.74407001
2021-03-29 02:11:00,1680.93,1681.87,1681.71,1681.62,94.20983097
2021-03-29 02:12:00,1681.44,1682.85,1682.59,1681.7,62.37991549
2021-03-29 02:13:00,1682.59,1684.15,1683.84,1682.6,76.36091601
2021-03-29 02:14:00,1683.82,1684.93,1683.82,1683.84,80.17233392
2021-03-29 02:15:00,1683.04,1686.14,1685.94,1683.82,100.58480326
2021-03-29 02:16:00,1684.26,1685.95,1685.63,1685.95,175.17160925
2021-03-29 02:17:00,1685.62,1687.68,1687.01,1685.62,51.35423673
2021-03-29 02:18:00,1687.32,1689.4,1688.99,1687.38,226.40121274
2021-03-29 02:19:00,1686.7,1689.19,1686.93,1689.18,168.24955741
2021-03-29 02:20:00,1686.71,1688.86,1688.21,1686.9,121.94276279
2021-03-29 02:21:00,1687.72,1688.21,1687.77,1688.04,25.62927764
2021-03-29 02:22:00,1687.46,1688.78,1688.65,1687.77,44.7023184
2021-03-29 02:23:00,1688.43,1689.4,1688.51,1688.65,101.21095272
2021-03-29 02:24:00,1688.0,1689.53,1689.53,1688.51,57.14070666
2021-03-29 02:25:00,1689.01,1691.59,1691.58,1689.51,181.11988551
2021-03-29 02:26:00,1690.78,1691.74,1691.68,1691.58,40.19529646
2021-03-29 02:27:00,1691.26,1694.14,1692.26,1691.72,392.09296761
2021-03-29 02:28:00,1692.07,1693.46,1693.29,1692.69,86.3467046
2021-03-29 02:29:00,1693.29,1695.46,1694.32,1693.29,249.66262506
2021-03-29 02:30:00,1693.1,1695.81,1693.49,1694.31,81.59118855
2021-03-29 02:31:00,1690.55,1694.11,1692.63,1693.49,285.31940539
2021-03-29 02:32:00,1692.62,1693.84,1693.83,1692.63,124.3987512
2021-03-29 02:33:00,1693.84,1694.37,1694.09,1693.84,483.02855918
2021-03-29 02:34:00,1694.0,1696.0,1696.0,1694.08,155.12668025
2021-03-29 02:35:00,1695.19,1696.3,1695.33,1696.0,57.56950777
2021-03-29 02:36:00,1693.21,1695.44,1693.21,1695.4,86.58854446
2021-03-29 02:37:00,1692.75,1694.84,1694.23,1693.28,56.87882277
2021-03-29 02:38:00,1693.04,1694.4,1693.43,1694.12,46.05780784
2021-03-29 02:39:00,1693.42,1693.43,1693.43,1693.43,8.18330748
2021-03-29 02:40:00,1693.43,1694.88,1694.6,1693.44,94.77940753
2021-03-29 02:41:00,1693.26,1694.73,1693.26,1694.73,189.45731675
2021-03-29 02:42:00,1692.59,1694.75,1694.13,1693.26,27.13592318
2021-03-29 02:43:00,1694.3,1695.34,1694.6,1694.45,69.13656617
2021-03-29 02:44:00,1693.79,1694.94,1694.14,1694.6,34.90132449
2021-03-29 02:45:00,1693.97,1696.99,1696.86,1693.97,48.89384122
2021-03-29 02:46:00,1696.43,1697.33,1696.91,1696.51,25.40627977
2021-03-29 02:47:00,1696.55,1697.3,1696.94,1696.91,23.72485566
2021-03-29 02:48:00,1696.12,1697.38,1696.12,1697.01,17.0500295
2021-03-29 02:49:00,1694.6,1696.14,1695.0,1696.12,210.4837217
2021-03-29 02:50:00,1695.3,1697.08,1696.83,1695.3,107.29230684
2021-03-29 02:51:00,1695.67,1696.76,1695.68,1696.76,26.30474932
2021-03-29 02:52:00,1694.81,1695.87,1695.36,1695.8,25.16515639
2021-03-29 02:53:00,1694.58,1696.33,1695.16,1695.42,36.13996666
2021-03-29 02:54:00,1694.09,1694.99,1694.48,1694.94,28.54233773
2021-03-29 02:55:00,1693.67,1695.59,1693.99,1694.45,66.07110825
2021-03-29 02:56:00,1693.56,1694.62,1694.01,1693.99,22.99209972
2021-03-29 02:57:00,1693.17,1693.85,1693.36,1693.85,18.01750179
2021-03-29 02:58:00,1693.28,1695.14,1693.98,1693.28,49.20213832
2021-03-29 02:59:00,1693.76,1694.77,1694.5,1694.04,64.9589023
2021-03-29 03:00:00,1694.09,1696.96,1695.76,1694.51,64.06649702
2021-03-29 03:01:00,1693.47,1695.88,1694.59,1695.88,130.96002276
2021-03-29 03:02:00,1693.93,1695.45,1695.45,1694.32,518.41759238
2021-03-29 03:03:00,1694.73,1695.92,1694.84,1695.91,53.65711245
2021-03-29 03:04:00,1694.42,1695.0,1694.74,1694.84,77.99221358
2021-03-29 03:05:00,1694.74,1696.95,1695.93,1694.74,533.9058645
2021-03-29 03:06:00,1694.99,1696.26,1695.0,1696.2,159.46735798
2021-03-29 03:07:00,1694.86,1695.0,1695.0,1695.0,366.49406471
2021-03-29 03:08:00,1694.75,1695.0,1694.89,1695.0,107.64719687
2021-03-29 03:09:00,1694.49,1695.0,1694.99,1694.89,49.49172861
2021-03-29 03:10:00,1694.84,1695.62,1695.44,1694.99,31.2825791
2021-03-29 03:11:00,1695.43,1695.84,1695.71,1695.44,40.11160146
2021-03-29 03:12:00,1693.98,1695.71,1693.99,1695.7,45.77317321
2021-03-29 03:13:00,1693.99,1695.52,1694.73,1693.99,61.03275067
2021-03-29 03:14:00,1694.75,1695.64,1695.32,1694.76,18.3658841
2021-03-29 03:15:00,1695.31,1696.32,1696.23,1695.31,86.52275949
2021-03-29 03:16:00,1695.01,1696.43,1695.66,1696.23,64.11290307
2021-03-29 03:17:00,1694.55,1695.66,1694.69,1695.66,131.82673207
2021-03-29 03:18:00,1694.55,1694.69,1694.57,1694.69,28.92287088
2021-03-29 03:19:00,1694.08,1694.57,1694.1,1694.57,39.56620331
2021-03-29 03:20:00,1693.38,1694.62,1694.14,1694.1,73.76347733
2021-03-29 03:21:00,1693.49,1694.6,1694.13,1694.14,76.71858785
2021-03-29 03:22:00,1694.12,1695.0,1694.65,1694.13,46.62477245
2021-03-29 03:23:00,1694.06,1695.0,1695.0,1694.1,19.05301497
2021-03-29 03:24:00,1694.62,1695.0,1694.77,1695.0,53.5167885
2021-03-29 03:25:00,1694.89,1695.0,1695.0,1694.9,478.00105563
2021-03-29 03:26:00,1693.85,1695.17,1694.67,1695.0,492.90826356
2021-03-29 03:27:00,1693.78,1694.89,1694.54,1694.68,180.59383162
2021-03-29 03:28:00,1694.19,1694.64,1694.38,1694.57,67.9081738
2021-03-29 03:29:00,1694.39,1694.85,1694.75,1694.39,59.14137426
2021-03-29 03:30:00,1694.37,1695.0,1694.94,1694.76,51.17257193
2021-03-29 03:31:00,1694.7,1695.52,1694.8,1694.99,60.77608968
2021-03-29 03:32:00,1694.79,1695.52,1694.88,1694.8,22.03784608
2021-03-29 03:33:00,1694.79,1696.33,1696.3,1695.5,105.33880718
2021-03-29 03:34:00,1696.5,1697.49,1697.3,1696.61,49.63005623
2021-03-29 03:35:00,1697.3,1698.24,1698.24,1697.3,55.59765824
2021-03-29 03:36:00,1696.7,1698.18,1697.43,1698.18,54.21736723
2021-03-29 03:37:00,1697.53,1698.23,1697.95,1697.53,23.01571009
2021-03-29 03:38:00,1697.67,1698.65,1698.65,1697.71,43.62320425
2021-03-29 03:39:00,1696.53,1698.59,1697.35,1698.51,118.50059631
2021-03-29 03:40:00,1697.35,1698.54,1698.22,1697.35,39.19244503
2021-03-29 03:41:00,1698.05,1698.95,1698.11,1698.23,170.27265313
2021-03-29 03:42:00,1697.66,1698.28,1697.68,1698.11,83.15828121
2021-03-29 03:43:00,1697.56,1698.37,1698.0,1697.67,30.71742086
2021-03-29 03:44:00,1697.99,1699.88,1699.87,1698.0,273.30442609
2021-03-29 03:45:00,1698.1,1699.88,1698.1,1699.88,54.53009902
2021-03-29 03:46:00,1697.35,1698.71,1697.36,1698.09,164.20425209
2021-03-29 03:47:00,1697.35,1697.59,1697.36,1697.36,85.30130474
2021-03-29 03:48:00,1696.21,1697.36,1696.21,1697.35,48.09927504
2021-03-29 03:49:00,1695.93,1696.74,1695.95,1696.02,48.9049398
2021-03-29 03:50:00,1695.46,1696.75,1695.47,1695.96,41.0914069
2021-03-29 03:51:00,1695.46,1695.55,1695.55,1695.52,35.01927833
2021-03-29 03:52:00,1695.55,1697.82,1697.64,1695.55,39.2458859
2021-03-29 03:53:00,1696.44,1697.8,1696.88,1697.62,35.60878349
2021-03-29 03:54:00,1695.46,1696.99,1695.46,1696.88,144.4378645
2021-03-29 03:55:00,1694.29,1695.73,1695.12,1695.47,178.47572808
2021-03-29 03:56:00,1695.05,1696.75,1696.46,1695.05,31.47265963
2021-03-29 03:57:00,1695.05,1696.71,1695.05,1696.46,90.15268874
2021-03-29 03:58:00,1694.26,1696.0,1695.75,1695.05,19.96510493
2021-03-29 03:59:00,1694.35,1695.78,1695.68,1695.74,50.96737065
2021-03-29 04:00:00,1695.71,1698.12,1697.48,1695.71,55.00215254
2021-03-29 04:01:00,1697.44,1698.7,1698.7,1697.48,74.51265901
2021-03-29 04:02:00,1698.51,1699.88,1699.88,1698.7,89.6697476
2021-03-29 04:03:00,1699.64,1701.29,1700.99,1699.87,142.53778758
2021-03-29 04:04:00,1699.21,1701.29,1699.21,1701.0,53.0667131
2021-03-29 04:05:00,1699.26,1699.83,1699.56,1699.26,22.79354178
2021-03-29 04:06:00,1698.7,1699.75,1698.7,1699.56,54.29665182
2021-03-29 04:07:00,1696.14,1698.47,1696.27,1698.4,35.69988084
2021-03-29 04:08:00,1695.15,1696.91,1695.72,1696.07,60.28735419
2021-03-29 04:09:00,1694.8,1696.06,1695.36,1695.73,106.45804795
2021-03-29 04:10:00,1692.26,1695.35,1694.15,1695.35,93.09241711
2021-03-29 04:11:00,1693.63,1694.96,1694.6,1694.3,82.05185125
2021-03-29 04:12:00,1694.52,1696.74,1696.08,1694.52,8.9483122
2021-03-29 04:13:00,1696.23,1697.18,1697.05,1696.46,7.509586
2021-03-29 04:14:00,1696.58,1697.83,1697.62,1696.96,72.08201175
2021-03-29 04:15:00,1695.91,1697.7,1696.23,1697.41,47.251648
2021-03-29 04:16:00,1696.05,1698.86,1698.72,1696.33,32.21458196
2021-03-29 04:17:00,1698.4,1698.89,1698.66,1698.71,42.70953601
2021-03-29 04:18:00,1698.33,1699.28,1699.25,1698.42,16.79602184
2021-03-29 04:19:00,1698.0,1699.59,1698.87,1699.25,537.40436329
2021-03-29 04:20:00,1696.21,1698.84,1696.64,1698.84,62.68592694
2021-03-29 04:21:00,1696.3,1697.1,1696.33,1696.79,47.40560479
2021-03-29 04:22:00,1695.0,1696.33,1695.0,1696.33,48.82203185
2021-03-29 04:23:00,1694.09,1695.63,1694.64,1695.01,107.72049042
2021-03-29 04:24:00,1695.0,1696.35,1696.05,1695.01,45.56781996
2021-03-29 04:25:00,1694.53,1696.28,1695.18,1696.05,43.67091093
2021-03-29 04:26:00,1694.42,1695.81,1695.81,1695.17,17.51724533
2021-03-29 04:27:00,1694.68,1695.81,1695.0,1695.8,82.29900777
2021-03-29 04:28:00,1694.04,1694.99,1694.63,1694.78,28.01977947
2021-03-29 04:29:00,1694.2,1695.0,1694.29,1694.59,300.18553944
2021-03-29 04:30:00,1694.6,1694.99,1694.89,1694.68,69.58870452
2021-03-29 04:31:00,1694.72,1694.99,1694.92,1694.89,35.3374698
2021-03-29 04:32:00,1694.95,1695.76,1695.0,1694.96,283.76806497
2021-03-29 04:33:00,1694.05,1695.0,1695.0,1695.0,152.41420087
2021-03-29 04:34:00,1694.99,1696.51,1695.69,1695.0,505.08805303
2021-03-29 04:35:00,1694.99,1695.66,1695.04,1695.66,25.49587414
2021-03-29 04:36:00,1694.09,1695.03,1694.26,1695.03,67.38770761
2021-03-29 04:37:00,1693.92,1694.98,1694.95,1694.27,68.63925738
2021-03-29 04:38:00,1694.51,1696.9,1694.85,1695.22,649.28056875
2021-03-29 04:39:00,1694.64,1695.0,1695.0,1694.84,40.01417849
2021-03-29 04:40:00,1694.88,1695.0,1695.0,1694.99,70.67181853
2021-03-29 04:41:00,1694.88,1695.58,1695.22,1694.99,571.08686642
2021-03-29 04:42:00,1695.22,1695.82,1695.43,1695.23,28.23712714
2021-03-29 04:43:00,1694.57,1695.7,1695.4,1695.43,167.8461425
2021-03-29 04:44:00,1694.79,1695.41,1694.79,1695.41,15.79431977
2021-03-29 04:45:00,1694.57,1694.91,1694.91,1694.8,9.23053325
2021-03-29 04:46:00,1694.65,1695.75,1695.75,1694.91,88.24909652
2021-03-29 04:47:00,1694.74,1695.51,1694.89,1695.01,28.66064139
2021-03-29 04:48:00,1694.75,1694.89,1694.85,1694.89,16.51228461
2021-03-29 04:49:00,1694.05,1694.85,1694.4,1694.84,67.12160403
2021-03-29 04:50:00,1693.64,1694.82,1693.9,1694.65,12.50906847
2021-03-29 04:51:00,1693.47,1694.0,1693.47,1693.9,26.23202276
2021-03-29 04:52:00,1693.18,1694.47,1693.95,1693.47,65.53250723
2021-03-29 04:53:00,1693.59,1694.19,1693.65,1694.02,15.06551485
2021-03-29 04:54:00,1693.64,1694.15,1694.15,1693.65,51.26074049
2021-03-29 04:55:00,1693.94,1694.25,1693.94,1694.25,29.39088445
2021-03-29 04:56:00,1693.3,1693.94,1693.41,1693.94,56.71339592
2021-03-29 04:57:00,1693.31,1693.4,1693.32,1693.4,12.30577842
2021-03-29 04:58:00,1693.32,1695.87,1695.5,1693.32,166.4713772
2021-03-29 04:59:00,1695.77,1696.18,1696.03,1695.77,15.45603645
2021-03-29 05:00:00,1695.5,1698.74,1698.47,1695.91,169.60775038
2021-03-29 05:01:00,1697.53,1698.59,1697.6,1698.59,81.78963498
2021-03-29 05:02:00,1696.56,1698.02,1696.57,1698.02,71.88617729
2021-03-29 05:03:00,1693.66,1696.92,1693.77,1696.92,76.2172311
2021-03-29 05:04:00,1693.78,1694.72,1694.22,1693.78,8.26567113
2021-03-29 05:05:00,1692.82,1694.22,1692.82,1694.21,66.24051941
2021-03-29 05:06:00,1692.7,1693.78,1692.99,1692.82,51.7372371
2021-03-29 05:07:00,1690.6,1692.99,1690.89,1692.98,93.62219019
2021-03-29 05:08:00,1690.55,1693.03,1692.68,1690.89,95.72128243
2021-03-29 05:09:00,1691.34,1692.92,1691.69,1692.83,56.74192823
2021-03-29 05:10:00,1691.78,1693.55,1692.98,1691.79,7.84986002
2021-03-29 05:11:00,1692.76,1693.95,1693.17,1692.98,41.41763813
2021-03-29 05:12:00,1692.01,1693.17,1692.56,1693.17,69.42077058
2021-03-29 05:13:00,1692.03,1693.89,1693.56,1692.41,30.91775222
2021-03-29 05:14:00,1693.43,1694.61,1694.4,1693.45,83.85644
2021-03-29 05:15:00,1693.93,1694.62,1694.33,1694.57,16.67850737
2021-03-29 05:16:00,1694.19,1695.58,1694.56,1694.72,55.37014407
2021-03-29 05:17:00,1693.44,1694.47,1693.83,1694.47,31.55870243
2021-03-29 05:18:00,1693.83,1695.59,1695.06,1693.84,23.37943124
2021-03-29 05:19:00,1693.85,1695.06,1694.01,1695.06,19.93910255
2021-03-29 05:20:00,1693.14,1694.22,1694.07,1693.84,46.73074361
2021-03-29 05:21:00,1693.0,1693.93,1693.75,1693.66,26.07031812
2021-03-29 05:22:00,1693.01,1694.8,1694.75,1693.92,66.49068724
2021-03-29 05:23:00,1693.77,1694.54,1694.52,1694.54,9.73374788
2021-03-29 05:24:00,1694.15,1694.53,1694.16,1694.51,8.34996183
2021-03-29 05:25:00,1693.0,1694.24,1693.01,1694.15,22.82411155
2021-03-29 05:26:00,1692.47,1693.01,1692.47,1693.01,36.48417394
2021-03-29 05:27:00,1691.21,1692.56,1691.22,1692.46,48.50805773
2021-03-29 05:28:00,1691.29,1692.29,1692.19,1691.3,10.94108088
2021-03-29 05:29:00,1691.96,1692.87,1692.27,1692.2,42.97935882
2021-03-29 05:30:00,1691.95,1692.31,1691.96,1692.05,9.914095
2021-03-29 05:31:00,1689.47,1691.96,1689.65,1691.95,107.50783876
2021-03-29 05:32:00,1689.35,1691.08,1689.94,1689.65,147.70834535
2021-03-29 05:33:00,1688.6,1689.94,1688.97,1689.94,24.72560966
2021-03-29 05:34:00,1688.1,1688.81,1688.1,1688.78,12.82789699
2021-03-29 05:35:00,1686.35,1688.1,1686.67,1688.1,65.02119205
2021-03-29 05:36:00,1686.67,1688.39,1688.39,1686.67,71.24085422
2021-03-29 05:37:00,1688.1,1689.18,1689.07,1688.39,29.12247587
2021-03-29 05:38:00,1686.93,1689.04,1686.93,1689.04,72.6781969
2021-03-29 05:39:00,1686.01,1687.35,1686.71,1686.9,105.63084383
2021-03-29 05:40:00,1686.62,1687.39,1687.07,1686.71,64.22527574
2021-03-29 05:41:00,1683.65,1687.03,1684.44,1687.03,181.88811284
2021-03-29 05:42:00,1684.33,1686.78,1686.49,1684.33,196.31678577
2021-03-29 05:43:00,1685.7,1686.98,1685.7,1686.79,37.78231463
2021-03-29 05:44:00,1686.31,1687.6,1687.21,1686.34,70.81501606
2021-03-29 05:45:00,1687.23,1688.0,1687.59,1687.41,59.35466506
2021-03-29 05:46:00,1687.55,1687.73,1687.56,1687.73,16.03461908
2021-03-29 05:47:00,1687.55,1688.0,1687.68,1687.56,93.75659038
2021-03-29 05:48:00,1687.65,1689.05,1688.98,1687.65,49.15401931
2021-03-29 05:49:00,1688.96,1690.58,1690.58,1688.96,24.81589827
2021-03-29 05:50:00,1689.3,1690.75,1690.61,1690.57,83.24005454
2021-03-29 05:51:00,1690.36,1691.27,1690.54,1690.61,135.67799013
2021-03-29 05:52:00,1690.0,1691.11,1690.94,1690.52,27.38608011
2021-03-29 05:53:00,1690.94,1691.67,1691.1,1690.95,21.4634438
2021-03-29 05:54:00,1691.09,1691.38,1691.33,1691.21,35.5824797
2021-03-29 05:55:00,1690.62,1691.26,1690.62,1691.25,23.68249079
2021-03-29 05:56:00,1690.74,1691.6,1691.52,1691.06,79.95533566
2021-03-29 05:57:00,1689.58,1691.59,1689.59,1691.53,92.6959047
